id,public_selected_id,source,source_license,original_label,mapped_label,scam_type,original_text,vietnamese_adapted_text,adaptation_note,review_status
PUBVI_FIX_000056,PUBSEL_000056,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,You are being ripped off! Get your mobile content from <LINK> call <PHONE> poly/true/Pix/Ringtones/Games six downloads for only 3,Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của cô/chú cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000057,PUBSEL_000057,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs <LINK> custcare <PHONE>.,Bác được thông báo trúng thưởng/nhận quà và cần bấm <LINK> hoặc phản hồi để nhận.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000058,PUBSEL_000058,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,LOAN_SCAM,Your B4U voucher w/c 27/03 is MARSMS. Log onto <LINK> for discount credit. To opt out reply stop. Customer care call <PHONE>,Cô cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000059,PUBSEL_000059,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,you'hv completed a transaction for AUD 788.93 on 06/02/<PHONE> pm. Please follow the link if it is not done by you <LINK>,"Ngân hàng thông báo thẻ/tài khoản của chú vừa phát sinh giao dịch AUD 788.93. Nếu không phải chú thực hiện, hãy bấm <LINK> hoặc gọi <PHONE> để kiểm tra.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000060,PUBSEL_000060,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,Your SAM registration has been received! Click here to complete the process�<LINK> Reply STOP 2 opt out of future texts,"Ông/bà được yêu cầu bấm vào <LINK> để xem thông tin, nhận ưu đãi hoặc cập nhật tài khoản.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000061,PUBSEL_000061,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. <LINK>,"Chúc mừng cô/chú, cô/chú được thông báo trúng thưởng/nhận quà £200. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000062,PUBSEL_000062,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C <LINK> cust care <PHONE>.,"Chúc mừng bác, bác được thông báo trúng thưởng/nhận quà £250. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000063,PUBSEL_000063,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,Friendly reminder don't forget to confirm your SAM update from the other day!�<LINK> Reply STOP to opt out,"Cô được yêu cầu bấm vào <LINK> để xem thông tin, nhận ưu đãi hoặc cập nhật tài khoản.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000064,PUBSEL_000064,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,OTP_BANK,Uw ING bankieren app bevat verouderde plugins. klik hieronder om de beveiligde versie te downloaden <LINK>,Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của chú cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000065,PUBSEL_000065,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,Friendly reminder- don't forget to confirm your SAM update from the other day!�<LINK> GBs630y,"Ông/bà được yêu cầu bấm vào <LINK> để xem thông tin, nhận ưu đãi hoặc cập nhật tài khoản.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000066,PUBSEL_000066,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,"Collect 100 points& get 14,500 Pokecoins for Pokemon Gol"" by clicking this link now�<LINK>","Cô/chú được yêu cầu bấm vào <LINK> để xem thông tin, nhận ưu đãi hoặc cập nhật tài khoản.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000067,PUBSEL_000067,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,"If you don't, your prize will go to another customer. T&C at <LINK> 18+ 150p/min Polo Ltd","Chúc mừng bác, bác được thông báo trúng thưởng/nhận quà. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000068,PUBSEL_000068,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PHISHING_LINK,Bloomberg -Message center <PHONE> Why wait? Apply for your future <LINK> bloomberg.com,Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của cô cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000069,PUBSEL_000069,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,OTP_BANK,BankOfAmerica Alert 137943. Please follow <LINK> re-activate,Chú nhận được tin nhắn yêu cầu xác minh tài khoản hoặc đăng nhập qua <LINK> để tránh khóa tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000070,PUBSEL_000070,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,OTP_BANK,"Dear Customer Your order of 42.84 Euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your account, please access the link below http:/<PHONE>:81/orders.aspx",Đơn hàng/gói hàng của ông/bà cần cập nhật thông tin. Vui lòng truy cập <LINK> để kiểm tra trạng thái giao hàng.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000071,PUBSEL_000071,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call <PHONE> from land line. Claim 3030. Valid 12hrs only,"Chúc mừng cô/chú, cô/chú được thông báo trúng thưởng/nhận quà £2000. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000072,PUBSEL_000072,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,OTP_BANK,Urgent Ur £500 guaranteed award is still unclaimed! Call <PHONE> NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,"Chúc mừng bác, bác được thông báo trúng thưởng/nhận quà £500. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000073,PUBSEL_000073,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call <PHONE> from land line. Claim Y87. Valid 12hrs only,"Chúc mừng cô, cô được thông báo trúng thưởng/nhận quà £2000. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000074,PUBSEL_000074,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,OTP_BANK,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call <PHONE>. Claim Code K52. Valid 12hrs only. 150ppm,"Chúc mừng chú, chú được thông báo trúng thưởng/nhận quà £1000. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000075,PUBSEL_000075,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call <PHONE> from land line. Claim A21. Valid 12hrs only,"Chúc mừng ông/bà, ông/bà được thông báo trúng thưởng/nhận quà £800. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000076,PUBSEL_000076,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call <PHONE> from land line. Claim C52. Valid 12hrs only,"Chúc mừng cô/chú, cô/chú được thông báo trúng thưởng/nhận quà £800. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000077,PUBSEL_000077,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call <PHONE> from land line. Claim M95. Valid12hrs only,"Chúc mừng bác, bác được thông báo trúng thưởng/nhận quà £800. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000078,PUBSEL_000078,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,PRIZE_GIFT,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call <PHONE> from land line. Claim J89. po box245c2150pm,"Chúc mừng cô, cô được thông báo trúng thưởng/nhận quà £800. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000079,PUBSEL_000079,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,OTP_BANK,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call <PHONE> Identifier Code: 45239 Expires <PHONE>,"Chúc mừng chú, chú được thông báo trúng thưởng/nhận quà. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000080,PUBSEL_000080,mendeley_sms_phishing,CC BY 4.0,Smishing,SCAM,OTP_BANK,We have identified some unusual activity on your online banking. Please log in via the secure link http:owly/nPyL308KyWG to avoid account suspension,Ông/bà nhận được tin nhắn yêu cầu xác minh tài khoản hoặc đăng nhập qua <LINK> để tránh khóa tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000081,PUBSEL_000081,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PAYMENT_SCAM,Call Germany for only 1 pence per minute! Call from a fixed line via access number <PHONE>. No prepayment. Direct access! <LINK>,Tin nhắn quảng cáo/dịch vụ yêu cầu cô/chú truy cập <LINK> hoặc gọi <PHONE> để sử dụng gói cước/thanh toán.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000082,PUBSEL_000082,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,OTP_BANK,"SMS SERVICES. for your inclusive text credits, pls goto <LINK> login= ***** unsubscribe with STOP. no extra charge. help:<PHONE>. PO BOX420. IP4 5WE",Bác cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000083,PUBSEL_000083,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,OTP_BANK,"SMS SERVICES. for your inclusive text credits, pls goto <LINK> login= 3qxj9 unsubscribe with STOP, no extra charge. help <PHONE>.COMUK. 220-CM2 9AE",Cô cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000084,PUBSEL_000084,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PRIZE_GIFT,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 <LINK> <PHONE>","Chúc mừng chú, chú được thông báo trúng thưởng/nhận quà £250. Hãy truy cập <LINK> hoặc nhắn từ khóa CLAIM để nhận phần thưởng.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000085,PUBSEL_000085,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,OTP_BANK,SMS SERVICES For your inclusive text credits pls gotto <LINK> login 3qxj9 unsubscribe with STOP no extra charge help <PHONE> comuk.220cm2 9AE,Ông/bà cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000086,PUBSEL_000086,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,OTP_BANK,"SMS SERVICES. for your inclusive text credits, pls goto <LINK> login= 3qxj9 unsubscribe with STOP, no extra charge. help <PHONE>",Cô/chú cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000087,PUBSEL_000087,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,OTP_BANK,For the most sparkling shopping breaks from 45 per person; call <PHONE> or visit <LINK>,Bác nhận được tin nhắn yêu cầu xác minh tài khoản hoặc đăng nhập qua <LINK> để tránh khóa tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000088,PUBSEL_000088,mendeley_sms_phishing,CC BY 4.0,Spam,SUSPICIOUS,PHISHING_LINK,NON-STOP INTERNET and DOWNLOADING with Pocket Internet. Dial *234*2900# and get Games at a special price of Rs.3 everyday. Click and play: <LINK>,"Cô được yêu cầu bấm vào <LINK> để xem thông tin, nhận ưu đãi hoặc cập nhật tài khoản.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000089,PUBSEL_000089,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,LOAN_SCAM,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> <LINK> xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của chú cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000090,PUBSEL_000090,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PHISHING_LINK,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 <LINK> 2optout <PHONE>.50gbp/mtmsg18 TXTAUCTION",Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của ông/bà cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000091,PUBSEL_000091,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PHISHING_LINK,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. <LINK> 2optout <PHONE>.50gbp/mtmsg18 TXTAUCTION.",Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của cô/chú cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000092,PUBSEL_000092,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PHISHING_LINK,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call <PHONE> to book you time. Calls1.50ppm last 3mins 30s T&C <LINK>,"Bác được yêu cầu bấm vào <LINK> để xem thông tin, nhận ưu đãi hoặc cập nhật tài khoản.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000093,PUBSEL_000093,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PHISHING_LINK,ONLY FOR GIRLS BBA/MBA/EXECUTIVE MBA/B.SC.IT/BIO TECH/B.TECH FLEXIBLE TIMINGS GOVT.RECOGNIZED(<LINK> JOIN BSAITM VIKASPURI <PHONE>/<PHONE>,Thông báo từ cơ quan/dịch vụ cho biết cô có khoản hỗ trợ hoặc hoàn tiền. Hãy bấm <LINK> để điền thông tin/nhận tiền.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000094,PUBSEL_000094,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PRIZE_GIFT,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 <LINK> <PHONE>+ norm 4txt/120p,Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của chú cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000095,PUBSEL_000095,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PHISHING_LINK,You are being ripped off! Get your mobile content from <LINK> call <PHONE> poly/true/Pix/Ringtones/Games six downloads for only 3,Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của ông/bà cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000096,PUBSEL_000096,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PRIZE_GIFT,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs <LINK> custcare <PHONE>.,Cô/chú được thông báo trúng thưởng/nhận quà và cần bấm <LINK> hoặc phản hồi để nhận.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000097,PUBSEL_000097,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PHISHING_LINK,Save money on wedding lingerie at <LINK> Choose from a superb selection with national delivery. Brought to you by WeddingFriend,Đơn hàng/gói hàng của bác cần cập nhật thông tin. Vui lòng truy cập <LINK> để kiểm tra trạng thái giao hàng.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000098,PUBSEL_000098,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,LOAN_SCAM,"Minimal documentation, Quick approval, Low rates. Home Loan @9.25%.Loan Against <EMAIL>%. Call on <PHONE> visit <LINK> apply.","Cô được mời vay tiền với thủ tục tối giản, duyệt nhanh và lãi suất thấp. Hãy gọi <PHONE> hoặc truy cập <LINK> để đăng ký.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000099,PUBSEL_000099,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,PHISHING_LINK,"Mobile Internet ka full fayda. Ab karo download MP3, images, videos, games sirf Re1 mein. Click Now! <LINK> Surfing@10p/10kb",Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của chú cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000100,PUBSEL_000100,mendeley_sms_phishing,CC BY 4.0,spam,SUSPICIOUS,LOAN_SCAM,RT-KIng Pro Video Club>> Need help? <EMAIL> or call <PHONE> You must be 16+ Club credits redeemable at <LINK> Enjoy!,"Ông/bà được mời vay hoặc dùng tín dụng nhanh, cần truy cập <LINK> hoặc gọi <PHONE> để đăng ký.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000101,PUBSEL_000101,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,"Hi, Mobile no. <PHONE> has added you in their contact list on <LINK> It s a great place to send free sms to people For more visit fullonsms.com",Nhà mạng/dịch vụ thông báo tài khoản hoặc thanh toán của cô/chú cần được kiểm tra. Vui lòng truy cập <LINK> hoặc liên hệ <PHONE> để xử lý.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000102,PUBSEL_000102,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,My sort code is and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,"Bác nhận được tin nhắn trao đổi bình thường về ngân hàng/chuyển khoản, không yêu cầu OTP, mật khẩu hoặc bấm link lạ.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000103,PUBSEL_000103,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" <#> lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for <#> yrs. Can give <#> crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than <#> social projects. Every citizen can get monthly <#> /- for <#> yrs. No need of World Bank & IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""","Cảnh báo: tài khoản ngân hàng/trực tuyến của cô đã bị tạm khóa. Để mở lại, hãy đăng nhập hoặc xác minh qua <LINK>.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000104,PUBSEL_000104,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered <#> to my account and <#> dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",Chú cần đăng nhập vào máy chủ bảo mật qua <LINK> để xác nhận thông tin đăng nhập/tài khoản.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000105,PUBSEL_000105,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,Went to pay rent. So i had to go to the bank to authorise the payment.,Thông báo từ cơ quan/dịch vụ cho biết ông/bà có khoản hỗ trợ hoặc hoàn tiền. Hãy bấm <LINK> để điền thông tin/nhận tiền.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000106,PUBSEL_000106,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,"Please protect yourself from e-threats. Kotak Mahendra Bank never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","Cô/chú nhận được tin nhắn trao đổi bình thường về ngân hàng/chuyển khoản, không yêu cầu OTP, mật khẩu hoặc bấm link lạ.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000107,PUBSEL_000107,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,"Please protect yourself from e-threats. YES bank never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","Bác nhận được tin nhắn trao đổi bình thường về ngân hàng/chuyển khoản, không yêu cầu OTP, mật khẩu hoặc bấm link lạ.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000108,PUBSEL_000108,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,You have registered Sinco as Payee. Log in at icicibank.com and enter URN <#> to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,"Cô nhận được tin nhắn trao đổi bình thường về ngân hàng/chuyển khoản, không yêu cầu OTP, mật khẩu hoặc bấm link lạ.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000109,PUBSEL_000109,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,You have registered Shijo as Payee. Log in at icicibank.com and enter URN to confirm. Beware of frauds.,"Chú nhận được tin nhắn trao đổi bình thường về ngân hàng/chuyển khoản, không yêu cầu OTP, mật khẩu hoặc bấm link lạ.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000110,PUBSEL_000110,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,"Sir, I need AXIS BANK account no and bank address.","Ông/bà nhận được tin nhắn trao đổi bình thường về ngân hàng/chuyển khoản, không yêu cầu OTP, mật khẩu hoặc bấm link lạ.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000111,PUBSEL_000111,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her <#> th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-","Chào mẹ/ba, điện thoại con bị hỏng nên con dùng số tạm. Con không gọi được, mẹ/ba nhắn WhatsApp cho con qua số/link này nhé: <LINK>.","Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
PUBVI_FIX_000112,PUBSEL_000112,mendeley_sms_phishing,CC BY 4.0,ham,SAFE,NONE,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",Đơn hàng/gói hàng của bác cần cập nhật thông tin. Vui lòng truy cập <LINK> để kiểm tra trạng thái giao hàng.,"Meaning-preserving localized adaptation, not a word-for-word translation.",auto_adapted_needs_quick_human_review
