public_selected_id,source,source_license,original_id,original_language,original_label,source_scam_type,mapped_label,scam_type,score,hard_neg_score,selection_reason,original_text
PUBSEL_000094,mendeley_sms_phishing,CC BY 4.0,MEN_001224,English,spam,,SUSPICIOUS,PRIZE_GIFT,8,1,Mendeley spam with phishing/spam indicators,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 <LINK> <PHONE>+ norm 4txt/120p
PUBSEL_000095,mendeley_sms_phishing,CC BY 4.0,MEN_003976,English,spam,,SUSPICIOUS,PHISHING_LINK,8,2,Mendeley spam with phishing/spam indicators,You are being ripped off! Get your mobile content from <LINK> call <PHONE> poly/true/Pix/Ringtones/Games six downloads for only 3
PUBSEL_000096,mendeley_sms_phishing,CC BY 4.0,MEN_003060,English,spam,,SUSPICIOUS,PRIZE_GIFT,8,3,Mendeley spam with phishing/spam indicators,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs <LINK> custcare <PHONE>.
PUBSEL_000097,mendeley_sms_phishing,CC BY 4.0,MEN_001129,English,spam,,SUSPICIOUS,PHISHING_LINK,8,3,Mendeley spam with phishing/spam indicators,Save money on wedding lingerie at <LINK> Choose from a superb selection with national delivery. Brought to you by WeddingFriend
PUBSEL_000098,mendeley_sms_phishing,CC BY 4.0,MEN_003311,English,spam,,SUSPICIOUS,LOAN_SCAM,8,3,Mendeley spam with phishing/spam indicators,"Minimal documentation, Quick approval, Low rates. Home Loan @9.25%.Loan Against <EMAIL>%. Call on <PHONE> visit <LINK> apply."
PUBSEL_000099,mendeley_sms_phishing,CC BY 4.0,MEN_002176,English,spam,,SUSPICIOUS,PHISHING_LINK,8,1,Mendeley spam with phishing/spam indicators,"Mobile Internet ka full fayda. Ab karo download MP3, images, videos, games sirf Re1 mein. Click Now! <LINK> Surfing@10p/10kb"
PUBSEL_000100,mendeley_sms_phishing,CC BY 4.0,MEN_005044,English,spam,,SUSPICIOUS,LOAN_SCAM,8,3,Mendeley spam with phishing/spam indicators,RT-KIng Pro Video Club>> Need help? <EMAIL> or call <PHONE> You must be 16+ Club credits redeemable at <LINK> Enjoy!
PUBSEL_000101,mendeley_sms_phishing,CC BY 4.0,MEN_000380,English,ham,,SAFE,NONE,8,2,Mendeley ham hard-negative with sensitive words but safe context,"Hi, Mobile no. <PHONE> has added you in their contact list on <LINK> It s a great place to send free sms to people For more visit fullonsms.com"
PUBSEL_000102,mendeley_sms_phishing,CC BY 4.0,MEN_002386,English,ham,,SAFE,NONE,6,3,Mendeley ham hard-negative with sensitive words but safe context,My sort code is and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
PUBSEL_000103,mendeley_sms_phishing,CC BY 4.0,MEN_005432,English,ham,,SAFE,NONE,5,2,Mendeley ham hard-negative with sensitive words but safe context,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" <#> lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for <#> yrs. Can give <#> crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than <#> social projects. Every citizen can get monthly <#> /- for <#> yrs. No need of World Bank & IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
PUBSEL_000104,mendeley_sms_phishing,CC BY 4.0,MEN_004605,English,ham,,SAFE,NONE,5,4,Mendeley ham hard-negative with sensitive words but safe context,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered <#> to my account and <#> dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
PUBSEL_000105,mendeley_sms_phishing,CC BY 4.0,MEN_003803,English,ham,,SAFE,NONE,5,3,Mendeley ham hard-negative with sensitive words but safe context,Went to pay rent. So i had to go to the bank to authorise the payment.
PUBSEL_000106,mendeley_sms_phishing,CC BY 4.0,MEN_004845,English,ham,,SAFE,NONE,4,2,Mendeley ham hard-negative with sensitive words but safe context,"Please protect yourself from e-threats. Kotak Mahendra Bank never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
PUBSEL_000107,mendeley_sms_phishing,CC BY 4.0,MEN_005826,English,ham,,SAFE,NONE,4,2,Mendeley ham hard-negative with sensitive words but safe context,"Please protect yourself from e-threats. YES bank never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
PUBSEL_000108,mendeley_sms_phishing,CC BY 4.0,MEN_001360,English,ham,,SAFE,NONE,4,2,Mendeley ham hard-negative with sensitive words but safe context,You have registered Sinco as Payee. Log in at icicibank.com and enter URN <#> to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
PUBSEL_000109,mendeley_sms_phishing,CC BY 4.0,MEN_000333,English,ham,,SAFE,NONE,4,2,Mendeley ham hard-negative with sensitive words but safe context,You have registered Shijo as Payee. Log in at icicibank.com and enter URN to confirm. Beware of frauds.
PUBSEL_000110,mendeley_sms_phishing,CC BY 4.0,MEN_000575,English,ham,,SAFE,NONE,4,2,Mendeley ham hard-negative with sensitive words but safe context,"Sir, I need AXIS BANK account no and bank address."
PUBSEL_000111,mendeley_sms_phishing,CC BY 4.0,MEN_005318,English,ham,,SAFE,NONE,3,1,Mendeley ham hard-negative with sensitive words but safe context,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her <#> th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
PUBSEL_000112,mendeley_sms_phishing,CC BY 4.0,MEN_004143,English,ham,,SAFE,NONE,3,2,Mendeley ham hard-negative with sensitive words but safe context,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
PUBSEL_000113,mendeley_sms_phishing,CC BY 4.0,MEN_005741,English,ham,,SAFE,NONE,3,1,Mendeley ham hard-negative with sensitive words but safe context,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are <#> and up
PUBSEL_000114,mendeley_sms_phishing,CC BY 4.0,MEN_003685,English,ham,,SAFE,NONE,3,2,Mendeley ham hard-negative with sensitive words but safe context,"Plz note: if anyone calling from a mobile Co. & asks u to type # <#> or # <#> . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
PUBSEL_000115,mendeley_sms_phishing,CC BY 4.0,MEN_000003,English,ham,,SAFE,NONE,3,6,Mendeley ham hard-negative with sensitive words but safe context,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
PUBSEL_000116,mendeley_sms_phishing,CC BY 4.0,MEN_000865,English,ham,,SAFE,NONE,3,3,Mendeley ham hard-negative with sensitive words but safe context,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
PUBSEL_000117,mendeley_sms_phishing,CC BY 4.0,MEN_001712,English,ham,,SAFE,NONE,3,4,Mendeley ham hard-negative with sensitive words but safe context,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
PUBSEL_000118,mendeley_sms_phishing,CC BY 4.0,MEN_003017,English,ham,,SAFE,NONE,3,2,Mendeley ham hard-negative with sensitive words but safe context,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
PUBSEL_000119,mendeley_sms_phishing,CC BY 4.0,MEN_001874,English,ham,,SAFE,NONE,3,2,Mendeley ham hard-negative with sensitive words but safe context,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
PUBSEL_000120,mendeley_sms_phishing,CC BY 4.0,MEN_001374,English,ham,,SAFE,NONE,3,2,Mendeley ham hard-negative with sensitive words but safe context,I don know account details..i will ask my mom and send you.my mom is out of reach now.
PUBSEL_000121,reportsmishing_imc25,CC BY 4.0,REP_002667,English,banking,banking,SCAM,OTP_BANK,21,4,ReportSmishing banking selected by quota and relevance,<DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL> DEAR SBI YONO USER Your A/C will be Suspended <DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL>
PUBSEL_000122,reportsmishing_imc25,CC BY 4.0,REP_003731,English,banking,banking,SCAM,OTP_BANK,21,4,ReportSmishing banking selected by quota and relevance,DEAR SBI USER Your A/C will be blocked <DATE_TIME>. update your PAN CARD for KYC. verify your account login NetBanking KYC upload Click here Link. <URL> Thank you SBI TEAM
PUBSEL_000123,reportsmishing_imc25,CC BY 4.0,REP_003193,English,banking,banking,SCAM,OTP_BANK,21,4,ReportSmishing banking selected by quota and relevance,DEAR SBI Y0N0 USER Your A/C will be Suspended <DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Click with the link below: <URL>
PUBSEL_000124,reportsmishing_imc25,CC BY 4.0,REP_004392,English,banking,banking,SCAM,OTP_BANK,21,4,ReportSmishing banking selected by quota and relevance,DEAR SBI YONO USER Your A/C will be Suspended <DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Clickhear link <URL>
PUBSEL_000125,reportsmishing_imc25,CC BY 4.0,REP_004258,English,banking,banking,SCAM,OTP_BANK,21,4,ReportSmishing banking selected by quota and relevance,DEAR SBI YONO USER Your A/c will be blocked <DATE_TIME> update-PANCARD for KYC verify your account login with NetBanking click link: <URL>
PUBSEL_000126,reportsmishing_imc25,CC BY 4.0,REP_021524,English,banking,banking,SCAM,OTP_BANK,19,4,ReportSmishing banking selected by quota and relevance,"Dear customer your **** Bank account will be blocked! Please click on the link to update your pan card, <LINK> thank you Customer your **** NET BANKING will be suspended <DATE_TIME> please update your PAN card now visit below the link <LINK> thank you"
PUBSEL_000127,reportsmishing_imc25,CC BY 4.0,REP_019052,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,"DEAR SBI USER, Your A/C will be blocked <DATE_TIME>. update your PANCARD for KYC. verify your account login NetBanking kyc upload Click here. <URL>"
PUBSEL_000128,reportsmishing_imc25,CC BY 4.0,REP_021860,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,"DEAR USER, Your SBI A/C will be blocked today.update your PANCARD for KYC verify your account login NetBanking KYC upload Click here website <URL>"
PUBSEL_000129,reportsmishing_imc25,CC BY 4.0,REP_003600,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,DEAR SBI USER Your account will be blocked <DATE_TIME> please update your PANCARD for KYC verify your account login NetBanking click here <URL>
PUBSEL_000130,reportsmishing_imc25,CC BY 4.0,REP_021007,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,"DEAR SBI USER, Your A/C will be blocked <DATE_TIME>. update your PANCARD for KYC. verify your account login NetBanking kyc upload Click <URL>"
PUBSEL_000131,reportsmishing_imc25,CC BY 4.0,REP_010117,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,DEAR HDFC USER Your A/C will be blocked <DATE_TIME>. Update your PANCARD for KYC. verify your account login with NetBanking click here <URL>
PUBSEL_000132,reportsmishing_imc25,CC BY 4.0,REP_019824,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,"DEAR SBI YONO USER, Your A/C will be blocked <DATE_TIME> updaten PANCARD for KYC verify your account login with Net-Banking kyc Click. <URL>"
PUBSEL_000133,reportsmishing_imc25,CC BY 4.0,REP_019448,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,"DEAR SBI USER, Your A/C will be blocked today.update your PAN CARD for KYC verify your account login NetBanking KYC upload Click here <URL>"
PUBSEL_000134,reportsmishing_imc25,CC BY 4.0,REP_002578,English,banking,banking,SCAM,OTP_BANK,19,6,ReportSmishing banking selected by quota and relevance,Dear Customer your India Post payment bank (IPPB) Account has been blocked <DATE_TIME> please update your Pan Card Click on the link <URL>
PUBSEL_000135,reportsmishing_imc25,CC BY 4.0,REP_011178,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,DEAR HDFC USER Your A/C will be blocked <DATE_TIME> update PAN card for KYC verify your account login with NetBanking kyc Click here <URL>
PUBSEL_000136,reportsmishing_imc25,CC BY 4.0,REP_019591,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,"DEAR SBI Y0N0 USER Your(A/C)will be blocked <DATE_TIME> update your PANCARD for €KYC verify your login with ,NetBanking,Click link, <URL>"
PUBSEL_000137,reportsmishing_imc25,CC BY 4.0,REP_021858,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,"DEAR SBI USER, Your A/C will be blocked <DATE_TIME>. update your PANCARD for KYC. verify your account login NetBanking Click here. <URL>"
PUBSEL_000138,reportsmishing_imc25,CC BY 4.0,REP_020979,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,DEAR SBI Y0NO USER Your A/C. will be Suspended <DATE_TIME> update PANCARD for KYC_verify your account login with NetBanking Click <URL>
PUBSEL_000139,reportsmishing_imc25,CC BY 4.0,REP_002564,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,DEAR SBI YONO USER Your A/C will be Suspended <DATE_TIME> update PANCARD for KYC verify your account login with NetBanking Click <URL>
PUBSEL_000140,reportsmishing_imc25,CC BY 4.0,REP_004907,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,DEAR SBI YONO USER Your A/c-will be blocked <DATE_TIME> update-PANCARD for KYC-verify your account login with NetBanking click <URL>
PUBSEL_000141,reportsmishing_imc25,CC BY 4.0,REP_006775,English,banking,banking,SCAM,OTP_BANK,19,6,ReportSmishing banking selected by quota and relevance,Dear India Post Payment Bank User Your Account Has been blocked <DATE_TIME> please update your pan card click here the link <URL>
PUBSEL_000142,reportsmishing_imc25,CC BY 4.0,REP_004284,English,banking,banking,SCAM,OTP_BANK,19,4,ReportSmishing banking selected by quota and relevance,DEAR SBI YONO USER Your A/c-will be blocked today.updated-PANCARD for <URL>rify your account login with NetBanking click link.
PUBSEL_000143,reportsmishing_imc25,CC BY 4.0,REP_007460,English,banking,banking,SCAM,OTP_BANK,19,3,ReportSmishing banking selected by quota and relevance,SBI Y0N0 USER your A/C will be blocked today.update PANCARD for kyc verify your. Account login with NetBanking kyc Click <URL>
PUBSEL_000144,reportsmishing_imc25,CC BY 4.0,REP_006214,English,banking,banking,SCAM,OTP_BANK,19,4,ReportSmishing banking selected by quota and relevance,DEAR SBI YONO USER Your A/c-will be blocked today.update-PANCARD for <URL>rify your account login with NetBanking click link.
PUBSEL_000145,reportsmishing_imc25,CC BY 4.0,REP_021382,English,banking,banking,SCAM,OTP_BANK,18,4,ReportSmishing banking selected by quota and relevance,"TransUnion SA experienced a cyber incident affecting your personal information. For more details & steps to protect your identity, please type <URL> into your browser. (Be cautious about clicking links.) Please remember that a TransUnion representative will never ask for your (1) banking details (2) bank pin (3) user login password. Your unique voucher code is **** expiry date <DATE_TIME> (mm/dd/yy)."
PUBSEL_000146,reportsmishing_imc25,CC BY 4.0,REP_005402,English,banking,banking,SCAM,OTP_BANK,18,4,ReportSmishing banking selected by quota and relevance,Xj6hfm We found a suspicious transaction for security reasons we have disabled your account. Please secure and verify your payment method to reactivate your account. Click and follow the instructions from the following link: <URL> If you do not complete the verification process before <DATE_TIME> your Amazon account will be terminated. Sincerely Amazon Team
PUBSEL_000147,reportsmishing_imc25,CC BY 4.0,REP_009616,English,banking,banking,SCAM,OTP_BANK,18,4,ReportSmishing banking selected by quota and relevance,We found a suspicious transaction for security reasons we have disabled your account. Please secure and verify your payment method to reactivate your account. Click and follow the instructions from the following link: <URL> If you do not complete the verification process before <DATE_TIME> your Amazon account will be terminated. Sincerely Amazon Team
PUBSEL_000148,reportsmishing_imc25,CC BY 4.0,REP_018114,English,banking,banking,SCAM,OTP_BANK,18,4,ReportSmishing banking selected by quota and relevance,Dear SBI user your SBI YON0 Account will be bLocked <DATE_TIME> please submit your PAN card right now click here link and login net banking <URL>
PUBSEL_000149,reportsmishing_imc25,CC BY 4.0,REP_016536,English,banking,banking,SCAM,OTP_BANK,18,3,ReportSmishing banking selected by quota and relevance,Dear customer your IndusInd Bank account has been blocked please update your KYC verification secure login link click here to link <URL>
PUBSEL_000150,reportsmishing_imc25,CC BY 4.0,REP_017059,English,banking,banking,SCAM,OTP_BANK,18,4,ReportSmishing banking selected by quota and relevance,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your bank details: <LINK>
PUBSEL_000151,reportsmishing_imc25,CC BY 4.0,REP_006146,English,banking,banking,SCAM,OTP_BANK,17,9,ReportSmishing banking selected by quota and relevance,We're aware of a scam pretending to be from ubank. The SMS may even claim to be from ubank and appear in the same thread as legitimate ubank SMSs. Don't call the number click on any links or send any info to them. Ubank would never ask you to transfer money or enter banking details this way. Our phone number is <PHONE> so please don't call us on any other number that comes to you via text. Please be alert this holiday period. A payment of 3000AUD has been scheduled to leave on 13/12. If this was NOT you please visit: <URL>
PUBSEL_000152,reportsmishing_imc25,CC BY 4.0,REP_002422,English,banking,banking,SCAM,OTP_BANK,17,4,ReportSmishing banking selected by quota and relevance,Dear Customer your H.D.F.C NET BANKING! Account Will be Suspended! Today Please Update Your PAN CARD Click here to link <URL> Dear Customer your H.D.F.C NET BANKING! Account Will be Suspended! Today Please Update Your PAN CARD Click here to link <URL>
PUBSEL_000153,reportsmishing_imc25,CC BY 4.0,REP_012538,Dutch,banking,banking,SCAM,OTP_BANK,17,2,ReportSmishing banking selected by quota and relevance,Your Knab App has been blocked for security reasons due to a suspicious login attempt. Log in now and verify your Knab Mobile Banking and prevent blocking of your account via the website: <URL>
PUBSEL_000154,reportsmishing_imc25,CC BY 4.0,REP_002223,English,banking,banking,SCAM,OTP_BANK,17,3,ReportSmishing banking selected by quota and relevance,Dear SBI USER Your <NAMED_ENTITY> A/C will be Blocked <DATE_TIME>. Please Update Your Pan-Card Verify Your Net-banking KYC Detail Click On link <URL>
PUBSEL_000155,reportsmishing_imc25,CC BY 4.0,REP_016144,English,banking,banking,SCAM,OTP_BANK,17,4,ReportSmishing banking selected by quota and relevance,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here to login your net banking update your PAN number <URL>
PUBSEL_000156,reportsmishing_imc25,CC BY 4.0,REP_022899,Czech,delivery,delivery,SCAM,PHISHING_LINK,19,7,ReportSmishing delivery selected by quota and relevance,"<NRP> Post : Dear customers, your package awaits delivery. Transportation code: <US_DRIVER_LICENSE> Last update: received at the post office (<DATE_TIME>). Parcel status: awaiting payment. Confirm payment of 99 CZK using the following link: <URL> Note: We will not charge you any fees until dispatched. :registered:Czech Post ."
PUBSEL_000157,reportsmishing_imc25,CC BY 4.0,REP_023548,English,delivery,delivery,SCAM,PHISHING_LINK,17,4,ReportSmishing delivery selected by quota and relevance,"<URL> : We found a suspicious transaction, for security reasons we have deactivated your account. please secure and verify your payment method to reactivate your account, click and follow the instructions from the following link: <URL>"
PUBSEL_000158,reportsmishing_imc25,CC BY 4.0,REP_006308,Spanish,delivery,delivery,SCAM,PHISHING_LINK,17,4,ReportSmishing delivery selected by quota and relevance,MAIL [ customer service ]: Your package is ready for delivery within <DATE_TIME> confirm the customs payment (€264) at the following link: <URL> Ensure that your mobile phone is near you to verify your identity via SMS verification.
PUBSEL_000159,reportsmishing_imc25,CC BY 4.0,REP_023702,English,delivery,delivery,SCAM,PHISHING_LINK,17,4,ReportSmishing delivery selected by quota and relevance,"<URL> : We found a suspicious transaction, for security reasons we have disabled your account. please secure and verify your payment method to reactivate your account, click and follow the instructions from the following link:"
PUBSEL_000160,reportsmishing_imc25,CC BY 4.0,REP_021940,English,delivery,delivery,SCAM,PHISHING_LINK,16,8,ReportSmishing delivery selected by quota and relevance,"CONGRATULATIONS!!, you have won one of 10 Brand New VW Polos in the <URL> competition. The vehicle is scheduled to be delivered from <LOCATION> to your home address at <DATE_TIME>. Kindly pay vehicle delivery fees of <US_DRIVER_LICENSE>.00 via EFT to [Bank Name: Standard Bank. Account no: <US_BANK_NUMBER>. Branch code:<US_DRIVER_LICENSE>] before <DATE_TIME> and email proof of payment to <EMAIL_ADDRESS> .Ref No: (AT4617SA)."
PUBSEL_000161,reportsmishing_imc25,CC BY 4.0,REP_023930,English,delivery,delivery,SCAM,PHISHING_LINK,16,3,ReportSmishing delivery selected by quota and relevance,"We've suspend your Amazon account due to unusual activity. New Login attempt has been blocked from : Mozilla Firefox 8.7 <PHONE_NUMBER> - <LOCATION> ] Your Amazon account has been locked by our system. If this wasn't you, please verify with link below: <URL> If you do not verify your identity within <DATE_TIME>, your account will be suspended. Sincerely, Amazon Teams"
PUBSEL_000162,reportsmishing_imc25,CC BY 4.0,REP_007867,Spanish,delivery,delivery,SCAM,PHISHING_LINK,16,4,ReportSmishing delivery selected by quota and relevance,"CORREOS SERVICE: Your package is ready for delivery, confirm the customs payment of (€164) at the following link: <URL> TAX AGENCY: You have been qualified for a tax refund of (€263). Find more information on the web page: <LOCATION>"
PUBSEL_000163,reportsmishing_imc25,CC BY 4.0,REP_033628,English,delivery,delivery,SCAM,PHISHING_LINK,15,4,ReportSmishing delivery selected by quota and relevance,"Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <LINK> Please take action on your account within <DATE_TIME> to avoid permanent suspension. Regards, Am"
PUBSEL_000164,reportsmishing_imc25,CC BY 4.0,REP_023924,Spanish,delivery,delivery,SCAM,PHISHING_LINK,15,4,ReportSmishing delivery selected by quota and relevance,Dear customer: Your package is ready for delivery confirm customs payment of (1.79 €) on the following link: <LINK> Payment of import tax package (2.64€) is still pending for CORREOS EXPRESS Pay securely at <LINK>
PUBSEL_000165,reportsmishing_imc25,CC BY 4.0,REP_009789,Spanish,delivery,delivery,SCAM,PHISHING_LINK,15,4,ReportSmishing delivery selected by quota and relevance,POSTAL SERVICE : Your package is ready for delivery confirm shipping payment of 264 € at the following link : <URL>
PUBSEL_000166,reportsmishing_imc25,CC BY 4.0,REP_023957,English,delivery,delivery,SCAM,PHISHING_LINK,14,2,ReportSmishing delivery selected by quota and relevance,"Amazon Activity Reminder. We've suspended your Amazon due to unusual activity Login attempt from : <PHONE_NUMBER> - <LOCATION> (<LOCATION>) ] Device: <NAMED_ENTITY> (Windows NT 7.5) Our system has been locked your Amaz on account To unlock your Amazon account, please verify your identity be low : <URL> You need to verify your account before 29 Jun, <DATE_TIME> or your Amazon account will be terminated Sincerely, Amazon Team Support"
PUBSEL_000167,reportsmishing_imc25,CC BY 4.0,REP_002324,English,delivery,delivery,SCAM,PHISHING_LINK,14,2,ReportSmishing delivery selected by quota and relevance,"EMiratespost: You have a package and we are unable to deliver it due to incorrect information. Please update your shipping details to facilitate delivery. You will be charged for redelivery. Please click on the link below to make changes. <URL> Please reply ""1"" activation link to modify the information! I wish you a happy life!"
PUBSEL_000168,reportsmishing_imc25,CC BY 4.0,REP_033738,English,delivery,delivery,SCAM,PHISHING_LINK,14,2,ReportSmishing delivery selected by quota and relevance,2023 Doordash Verification Update* - All Drivers Must Complete Verification To Prove Their Dasher Associated . - Please Click On The link That Is Provided To Verify your account <URL> * Encrypted Information No Information Will Be Shared *** If You Have Any Questions Please Contact Us . DoorDash Customer Care Services
PUBSEL_000169,reportsmishing_imc25,CC BY 4.0,REP_023925,English,delivery,delivery,SCAM,PHISHING_LINK,14,2,ReportSmishing delivery selected by quota and relevance,"Notification app informations We've suspended your Amazon due to unusual activity Login attempt from : <PHONE_NUMBER> - <LOCATION> ] Device: <NAMED_ENTITY> (Windows NT 7.5) Our system has been locked your Amazon account To unlock your Prime account, please verify your identity below : <URL> You need to verify your"
PUBSEL_000170,reportsmishing_imc25,CC BY 4.0,REP_023735,English,delivery,delivery,SCAM,PHISHING_LINK,14,2,ReportSmishing delivery selected by quota and relevance,"<URL>, We've detected unusual transaction activity on your <URL> account, and your account is locked for security reasons. Please secure and verify your account information immediately. Visit link below to recovery your account: <URL> Regards, Amazon Service"
PUBSEL_000171,reportsmishing_imc25,CC BY 4.0,REP_003302,Romanian,delivery,delivery,SCAM,PHISHING_LINK,14,3,ReportSmishing delivery selected by quota and relevance,"<NAMED_ENTITY>: Your package delivery address is incorrect. For security reasons, the parcel has been sent back to the storage center. Please update the delivery address: <URL> Please reply with 1 to activate the link to update the delivery address"
PUBSEL_000172,reportsmishing_imc25,CC BY 4.0,REP_002965,Spanish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,we could not deliver the package F253551545ES. please pay €778 (make home delivery) <URL> F253551545ES CORREOS:Dear customer your package is ready for delivery confirm customs payment (€264) at the following link: <URL>
PUBSEL_000173,reportsmishing_imc25,CC BY 4.0,REP_022800,Polish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,"Your package is waiting for delivery. Confirm payment (10.38 zł) at the link below, online payment must be made within <DATE_TIME> before the deadline: <URL>"
PUBSEL_000174,reportsmishing_imc25,CC BY 4.0,REP_008893,Spanish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,"POSTAL SERVICE ONLINE Dear customer: Your package is ready for delivery, please confirm the customs payment of (179 €) at the following link <URL>"
PUBSEL_000175,reportsmishing_imc25,CC BY 4.0,REP_023954,Spanish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,"CORREOS SERVICE Dear customer: Your package is ready for delivery, confirm the payment of customs duties of (1.79 €) at the following link: <URL>"
PUBSEL_000176,reportsmishing_imc25,CC BY 4.0,REP_024104,Spanish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,CORREOS SERVICE Dear customer: Your package is ready for delivery Please confirm the customs payment of (1.79 €) at the following link: <URL>
PUBSEL_000177,reportsmishing_imc25,CC BY 4.0,REP_004221,Spanish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,MAIL SERVICE Dear customer: Your package is ready for delivery. Please confirm the customs payment of (164 €) in the following link: <URL>
PUBSEL_000178,reportsmishing_imc25,CC BY 4.0,REP_010984,Spanish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,"[POSTAL SERVICE]: Dear customer: Your package is ready for delivery, confirm the customs payment of (264 €) at the following link: <URL>"
PUBSEL_000179,reportsmishing_imc25,CC BY 4.0,REP_023639,Spanish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,<NAMED_ENTITY>: Dear client: Your package is ready for delivery confirm the payment of customs (1.79 Euros) at the following link: <URL>
PUBSEL_000180,reportsmishing_imc25,CC BY 4.0,REP_023741,Spanish,delivery,delivery,SCAM,PHISHING_LINK,14,4,ReportSmishing delivery selected by quota and relevance,CORREOS SERVICE Dear customer: Your package is ready for delivery confirm the payment of customs (1.79 €) at the following link: <URL>
